name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-10563,NO,1,6,7,4,4,1,1
GENE-10564,NO,1,468,485,373,403,645,436
GENE-10565,NO,1,84,82,48,79,79,68
GENE-10566,NO,1,0,0,0,0,0,0
GENE-10567,NO,1,5,5,15,4,12,12
GENE-10568,NO,1,23,19,19,22,18,15
GENE-10569,YES,1,0,0,0,0,0,0
GENE-10570,NO,1,0,0,0,0,0,0
GENE-10571,NO,1,0,0,0,0,0,0
GENE-10572,NO,1,0,0,0,0,0,0
GENE-10573,NO,1,0,0,0,0,0,0
GENE-10574,NO,1,1036,756,1146,1489,884,1281
GENE-10575,NO,1,339,372,357,353,328,343
GENE-10576,NO,1,0,0,0,0,0,0
GENE-10577,NO,1,0,0,0,0,0,0
GENE-10578,NO,1,0,0,0,0,0,0
GENE-10579,NO,1,14,8,7,14,14,8
GENE-10580,NO,1,0,0,0,0,0,0
GENE-10581,NO,1,0,0,0,0,0,0
GENE-10582,NO,1,0,0,0,0,0,0
GENE-10583,NO,1,0,0,0,0,0,0
GENE-10584,NO,1,2,3,3,4,4,5
GENE-10585,NO,1,13,6,11,11,8,3
GENE-10586,NO,1,0,0,0,0,0,0
GENE-10587,NO,1,0,0,0,0,0,0
GENE-10588,NO,1,0,0,0,0,0,0
GENE-10589,NO,1,0,0,0,0,0,0
GENE-10590,NO,1,4872,4182,4493,5578,4823,6008
GENE-10591,NO,1,3,3,7,5,5,4
GENE-10592,NO,1,0,0,0,0,0,0
GENE-10593,NO,1,0,0,0,0,0,0
GENE-10594,NO,1,0,0,0,0,0,0
GENE-10595,NO,1,4,2,1,3,0,2
GENE-10596,NO,1,0,0,0,0,0,0
GENE-10597,NO,1,0,0,0,0,0,0
GENE-10598,NO,1,0,0,0,0,0,0
GENE-10599,NO,1,0,0,0,0,0,0
GENE-10600,NO,1,0,0,0,0,0,0
GENE-10601,NO,1,0,0,0,0,0,0
GENE-10602,NO,1,32,35,47,37,28,36
GENE-10603,NO,1,10,15,10,16,15,7
GENE-10604,NO,1,143,164,130,151,146,172
GENE-10605,NO,1,0,0,1,0,0,0
GENE-10606,NO,1,0,0,0,0,0,0
GENE-10607,NO,1,0,0,0,0,0,0
GENE-10608,NO,1,0,0,0,0,0,0
GENE-10609,NO,1,0,0,0,0,0,0
GENE-10610,NO,1,0,0,0,0,0,0
GENE-10611,NO,1,0,0,0,0,0,0
GENE-10612,NO,1,1435,2014,1651,2079,2795,4812
GENE-10613,NO,1,0,0,0,0,0,0
GENE-10614,NO,1,0,0,0,0,0,0
GENE-10615,NO,1,249,269,259,208,264,280
GENE-10616,NO,1,0,0,0,0,0,0
GENE-10617,NO,1,0,1,1,0,0,1
GENE-10618,NO,1,0,0,0,0,0,0
GENE-10619,NO,1,0,0,0,0,0,0
GENE-10620,NO,1,0,0,0,0,0,0
GENE-10621,NO,1,45,65,40,49,62,45
GENE-10622,NO,1,5,13,7,8,10,6
GENE-10623,NO,1,0,0,0,0,0,0
GENE-10624,NO,1,1,0,2,0,0,1
GENE-10625,NO,1,1,1,0,2,2,2
GENE-10626,NO,1,0,0,0,0,0,0
GENE-10627,NO,1,9,8,7,5,9,8
GENE-10628,NO,1,258,268,311,271,338,238
GENE-10629,NO,1,15,3,4,12,11,6
GENE-10630,NO,1,0,0,0,0,0,0
GENE-10631,NO,1,82,87,58,80,87,108
GENE-10632,NO,1,118,104,105,73,77,100
GENE-10633,NO,1,0,0,0,0,0,0
GENE-10634,NO,1,0,0,0,0,0,1
GENE-10635,NO,1,0,0,0,0,0,0
GENE-10636,NO,1,0,0,0,0,0,0
GENE-10637,NO,1,0,0,0,0,0,1
GENE-10638,NO,1,0,0,0,0,0,0
GENE-10639,NO,1,111,85,89,106,169,130
GENE-10640,NO,1,0,0,0,0,0,0
GENE-10641,NO,1,0,0,0,0,0,0
GENE-10642,NO,1,317,385,321,273,353,321
GENE-10643,NO,1,0,0,0,0,0,0
GENE-10644,NO,1,0,0,0,0,0,0
GENE-10645,NO,1,0,0,0,0,0,0
GENE-10646,NO,1,0,0,0,0,0,0
GENE-10647,NO,1,0,0,0,0,0,0
GENE-10648,NO,1,5,6,10,8,7,6
GENE-10649,NO,1,0,0,0,0,0,0
GENE-10650,NO,1,0,0,0,0,0,0
GENE-10651,NO,1,0,0,0,0,0,0
GENE-10652,NO,1,0,0,0,0,0,0
GENE-10653,NO,1,0,0,0,0,0,0
GENE-10654,NO,1,101,110,108,117,110,110
GENE-10655,NO,1,0,0,0,0,0,0
GENE-10656,NO,1,0,0,0,2,1,0
GENE-10657,NO,1,0,0,0,0,0,0
GENE-10658,NO,1,0,0,0,0,0,0
GENE-10659,NO,1,916,642,807,908,510,811
GENE-10660,NO,1,0,0,0,0,0,0
GENE-10661,NO,1,8,10,5,8,10,6
GENE-10662,NO,1,0,0,0,0,0,0
GENE-10663,NO,1,0,0,0,0,0,0
GENE-10664,NO,1,0,0,0,0,0,0
GENE-10665,NO,1,0,0,0,0,0,0
GENE-10666,NO,1,0,0,1,1,1,0
GENE-10667,NO,1,0,0,0,0,0,0
GENE-10668,NO,1,0,0,0,0,0,0
GENE-10669,NO,1,0,0,0,0,0,0
GENE-10670,NO,1,0,0,0,0,0,0
GENE-10671,NO,1,0,0,0,0,0,0
GENE-10672,NO,1,0,0,0,0,0,0
GENE-10673,NO,1,0,898,8747,6974,47,10
GENE-10674,NO,1,0,0,0,0,0,0
GENE-10675,YES,1,0,0,0,0,0,0
GENE-10676,NO,1,0,0,1,0,0,0
GENE-10677,NO,1,0,0,0,0,0,0
GENE-10678,NO,1,0,0,0,0,0,0
GENE-10679,NO,1,0,0,0,0,0,0
GENE-10680,NO,1,6041,5202,7344,5567,6460,4994
GENE-10681,NO,1,1715,1650,232,8,571,1803
GENE-10682,NO,1,0,0,0,0,0,0
GENE-10683,NO,1,0,0,0,0,0,0
GENE-10684,NO,1,59,52,17,32,40,32
GENE-10685,NO,1,0,0,0,0,0,0
GENE-10686,NO,1,0,0,0,0,0,0
GENE-10687,NO,1,0,0,0,0,0,0
GENE-10688,YES,1,0,0,0,0,0,0
GENE-10689,NO,1,0,0,0,0,0,0
GENE-10690,NO,1,0,0,0,0,0,0
GENE-10691,NO,1,23,15,25,25,23,26
GENE-10692,NO,1,0,0,0,0,0,0
GENE-10693,NO,1,0,0,0,0,0,0
GENE-10694,NO,1,7,5,1,6,1,1
GENE-10695,NO,1,0,0,0,0,0,0
GENE-10696,NO,1,0,0,0,0,0,0
GENE-10697,NO,1,0,0,0,0,0,0
GENE-10698,NO,1,6,0,6,6,2,3
GENE-10699,NO,1,20,21,4,55,47,17
GENE-10700,NO,1,0,0,0,0,0,0
GENE-10701,NO,1,0,0,0,0,0,0
GENE-10702,NO,1,0,0,0,0,0,0
GENE-10703,NO,1,0,0,0,0,0,0
GENE-10704,NO,1,0,0,0,0,0,0
GENE-10705,NO,1,224,173,133,186,160,209
GENE-10706,NO,1,18,15,29,14,32,31
GENE-10707,NO,1,0,0,0,0,0,0
GENE-10708,NO,1,11,11,9,12,15,10
GENE-10709,NO,1,0,0,0,0,0,0
GENE-10710,NO,1,0,0,0,0,0,0
GENE-10711,NO,1,0,0,0,0,0,0
GENE-10712,NO,1,0,0,0,0,0,0
GENE-10713,NO,1,0,1,0,0,0,0
GENE-10714,NO,1,0,0,0,0,0,0
GENE-10715,NO,1,0,0,0,0,0,0
GENE-10716,NO,1,0,0,0,0,0,0
GENE-10717,NO,1,0,0,0,0,0,0
GENE-10718,NO,1,0,0,0,0,0,0
GENE-10719,NO,1,0,0,0,0,0,0
GENE-10720,NO,1,0,0,0,0,0,0
GENE-10721,NO,1,0,0,0,0,0,0
GENE-10722,NO,1,2,7,5,9,5,6
GENE-10723,NO,1,0,0,0,0,0,0
GENE-10724,NO,1,0,0,0,0,0,0
GENE-10725,NO,1,0,1,0,0,0,0
GENE-10726,NO,1,0,0,0,0,0,0
GENE-10727,NO,1,0,0,0,0,1,0
GENE-10728,NO,1,0,0,0,0,0,0
GENE-10729,NO,1,4,9,10,6,3,9
GENE-10730,NO,1,0,0,0,0,0,0
GENE-10731,NO,1,0,0,0,0,0,0
GENE-10732,NO,1,0,0,0,0,0,0
GENE-10733,NO,1,0,0,0,0,0,0
GENE-10734,NO,1,0,0,0,0,0,0
GENE-10735,NO,1,0,0,0,0,0,0
GENE-10736,NO,1,0,0,0,0,0,0
GENE-10737,NO,1,0,0,0,0,0,0
GENE-10738,NO,1,0,0,0,0,0,0
GENE-10739,NO,1,6,16,17,19,19,8
GENE-10740,NO,1,8,7,9,5,3,0
GENE-10741,NO,1,0,1,1,0,1,2
GENE-10742,NO,1,0,0,0,0,0,0
GENE-10743,NO,1,0,0,0,0,0,0
GENE-10744,NO,1,2768,3125,2843,3239,3018,2508
GENE-10745,NO,1,0,0,0,0,0,0
GENE-10746,NO,1,214,174,182,211,172,199
GENE-10747,NO,1,0,0,0,0,0,0
GENE-10748,NO,1,0,0,0,0,0,0
GENE-10749,NO,1,3,4,3,0,2,2
GENE-10750,NO,1,0,0,0,0,0,0
GENE-10751,NO,1,0,0,0,0,0,0
GENE-10752,NO,1,0,0,0,0,0,0
GENE-10753,NO,1,0,0,0,0,0,0
GENE-10754,NO,1,34,33,31,35,42,36
GENE-10755,NO,1,0,0,0,0,0,0
GENE-10756,NO,1,0,0,0,0,0,0
GENE-10757,NO,1,0,0,0,0,0,0
GENE-10758,NO,1,0,0,0,0,0,0
GENE-10759,NO,1,0,0,0,0,0,0
GENE-10760,NO,1,0,0,0,0,0,0
GENE-10761,NO,1,0,0,0,1,0,0
GENE-10762,NO,1,0,0,0,0,0,0
GENE-10763,NO,1,0,0,0,0,0,0
GENE-10764,NO,1,0,0,0,0,0,0
GENE-10765,NO,1,0,0,0,0,0,0
GENE-10766,NO,1,0,0,0,0,0,0
GENE-10767,NO,1,0,0,0,0,0,0
GENE-10768,NO,1,0,0,0,0,0,0
GENE-10769,NO,1,0,0,0,0,0,0
GENE-10770,YES,1,0,0,0,0,0,0
GENE-10771,YES,1,0,0,0,0,0,0
GENE-10772,NO,1,0,0,0,0,0,0
GENE-10773,NO,1,0,0,0,0,0,0
GENE-10774,NO,1,464,248,289,471,460,415
GENE-10775,NO,1,4,4,4,5,4,4
GENE-10776,NO,1,0,0,0,0,0,0
GENE-10777,YES,1,0,2,0,1,0,1
GENE-10778,NO,1,113,99,125,89,103,126
GENE-10779,NO,1,1717,1156,1582,1769,1753,1418
GENE-10780,NO,1,0,0,0,0,0,0
GENE-10782,NO,1,0,0,0,0,0,0
GENE-10783,NO,1,0,0,0,0,0,0
GENE-10784,NO,1,509,529,576,518,506,607
GENE-10785,NO,1,0,0,0,0,0,0
GENE-10786,NO,1,4720,5245,4294,4425,4326,4087
GENE-10787,NO,1,0,0,0,0,0,0
GENE-10788,NO,1,0,0,0,0,0,0
GENE-10789,NO,1,0,0,0,0,0,0
GENE-10790,NO,1,0,0,0,0,0,0
GENE-10791,NO,1,29,23,22,23,32,25
GENE-10792,NO,1,0,0,0,0,0,0
GENE-10793,NO,1,70,89,93,83,100,112
GENE-10794,NO,1,0,0,0,0,0,0
GENE-10795,NO,1,247,206,233,207,224,202
GENE-10796,NO,1,0,0,0,0,0,0
GENE-10797,NO,1,0,0,0,0,0,0
GENE-10798,NO,1,0,0,0,0,0,0
GENE-10799,NO,1,0,0,0,0,0,0
GENE-10800,NO,1,0,0,0,0,0,0
GENE-10801,NO,1,0,0,0,0,0,0
GENE-10802,NO,1,0,0,0,0,0,0
GENE-10803,NO,1,93,96,69,69,95,79
GENE-10804,NO,1,8,11,4,11,7,7
GENE-10805,NO,1,0,0,0,0,0,0
GENE-10806,NO,1,0,0,0,0,0,0
GENE-10807,NO,1,87,91,103,72,90,122
GENE-10808,NO,1,295,234,222,202,247,291
GENE-10809,NO,1,0,0,0,0,0,0
GENE-10810,NO,1,1904,3289,2007,1921,1572,1582
GENE-10811,YES,1,0,0,0,0,0,0
GENE-10812,NO,1,0,0,0,0,0,0
GENE-10813,NO,1,0,0,0,0,0,0
GENE-10814,NO,1,0,0,0,0,0,0
GENE-10815,NO,1,0,0,0,0,0,0
GENE-10816,NO,1,0,0,0,0,0,0
GENE-10817,NO,1,0,0,0,0,0,0
GENE-10818,NO,1,0,0,0,0,0,0
GENE-10819,NO,1,0,0,0,0,0,0
GENE-10820,NO,1,19,25,4,18,10,6
GENE-10821,NO,1,0,0,0,0,0,0
GENE-10822,NO,1,0,0,0,0,0,0
GENE-10823,NO,1,0,0,0,0,0,0
GENE-10824,NO,1,1,0,0,0,1,3
GENE-10825,NO,1,7,4,4,3,4,8
GENE-10826,NO,1,44,52,87,55,31,70
GENE-10827,NO,1,0,0,0,0,0,0
GENE-10828,NO,1,0,0,0,0,0,0
GENE-10829,NO,1,165,192,206,189,183,220
GENE-10830,NO,1,0,0,0,0,0,0
GENE-10831,NO,1,0,0,0,0,0,0
GENE-10832,NO,1,0,0,0,0,0,0
GENE-10833,NO,1,0,0,0,0,0,0
GENE-10834,NO,1,48,57,35,41,46,55
GENE-10835,NO,1,0,0,0,0,0,0
GENE-10836,NO,1,0,0,0,0,0,0
GENE-10837,NO,1,0,0,0,0,0,0
GENE-10838,NO,1,10,14,11,6,6,9
GENE-10839,NO,1,14,8,13,7,2,7
GENE-10840,NO,1,0,0,0,0,0,0
GENE-10841,NO,1,0,0,0,0,0,0
GENE-10842,NO,1,44,64,58,52,42,43
GENE-10843,NO,1,727,700,702,752,736,722
GENE-10844,NO,1,0,0,0,0,0,0
GENE-10845,NO,1,0,0,0,0,0,0
GENE-10846,NO,1,0,0,0,0,1,0
GENE-10847,NO,1,0,0,0,0,0,0
GENE-10848,NO,1,696,535,673,634,483,543
GENE-10849,NO,1,0,0,0,0,0,0
GENE-10850,NO,1,3,2,3,0,2,2
GENE-10851,NO,1,0,0,0,0,0,0
GENE-10852,NO,1,0,3,0,0,1,1
GENE-10853,NO,1,1157,1147,1040,968,986,1061
GENE-10854,NO,1,3,0,2,1,0,0
GENE-10855,NO,1,0,0,0,0,0,0
GENE-10856,NO,1,0,0,0,0,0,0
GENE-10857,YES,1,0,0,0,0,0,0
GENE-10858,NO,1,0,0,0,0,0,0
GENE-10859,YES,1,4,1,6,11,20,14
GENE-10860,NO,1,0,0,0,0,0,0
GENE-10861,NO,1,0,0,0,0,0,0
GENE-10862,NO,1,0,0,0,0,0,0
GENE-10863,NO,1,0,0,0,0,0,0
GENE-10864,NO,1,0,0,0,0,0,0
GENE-10865,NO,1,45,53,54,37,67,41
GENE-10866,NO,1,0,0,0,0,0,0
GENE-10867,NO,1,0,0,0,0,0,0
GENE-10868,NO,1,0,0,0,0,0,0
GENE-10869,NO,1,19,17,19,10,11,13
GENE-10870,NO,1,5,5,8,4,8,3
GENE-10871,NO,1,0,0,0,0,0,0
GENE-10872,NO,1,0,0,0,0,0,0
GENE-10873,NO,1,0,0,0,0,0,0
GENE-10874,NO,1,0,0,0,0,0,0
GENE-10875,NO,1,56,62,52,45,29,43
GENE-10876,NO,1,0,0,0,0,0,0
GENE-10877,NO,1,0,0,0,0,0,0
GENE-10878,NO,1,97,100,95,95,118,130
GENE-10879,NO,1,0,0,0,0,0,0
GENE-10880,NO,1,0,0,0,0,0,0
GENE-10881,NO,1,14,9,3,16,5,6
GENE-10882,NO,1,1064,830,854,1533,799,891
GENE-10883,NO,1,1258,1789,1535,1585,1400,1326
GENE-10884,NO,1,1149,996,794,1010,973,1233
GENE-10885,NO,1,0,0,0,0,0,0
GENE-10886,NO,1,125,204,104,134,149,120
GENE-10887,NO,1,0,0,0,0,0,0
GENE-10888,NO,1,172,192,239,224,255,218
GENE-10889,NO,1,27028,32326,24353,26323,25855,23154
GENE-10890,NO,1,0,0,0,0,0,0
GENE-10891,NO,1,116,92,78,90,111,73
GENE-10892,NO,1,0,0,0,0,0,0
GENE-10893,YES,1,0,0,0,0,0,0
GENE-10894,NO,1,189,159,151,183,132,160
GENE-10895,NO,1,0,0,0,0,0,0
GENE-10896,NO,1,0,0,0,0,0,0
GENE-10897,NO,1,2,2,1,1,4,0
GENE-10898,NO,1,0,0,0,0,0,0
GENE-10899,NO,1,0,0,0,0,0,0
GENE-10900,NO,1,0,0,0,0,0,0
GENE-10901,NO,1,40,29,24,16,36,47
GENE-10902,NO,1,1,0,0,1,1,0
GENE-10903,NO,1,0,0,0,0,0,0
GENE-10904,NO,1,0,0,0,0,0,0
GENE-10905,YES,1,0,0,0,0,0,0
GENE-10906,NO,1,0,0,0,0,0,0
GENE-10907,NO,1,0,0,0,0,0,0
GENE-10908,NO,1,0,1,0,2,2,0
GENE-10909,NO,1,286,248,240,219,201,227
GENE-10910,NO,1,0,0,0,0,0,0
GENE-10911,NO,1,0,0,0,0,0,0
GENE-10912,NO,1,0,0,0,0,0,0
GENE-10913,NO,1,0,0,0,0,0,0
GENE-10915,YES,1,0,0,0,0,0,0
GENE-10916,NO,1,0,0,0,0,0,0
GENE-10917,NO,1,0,0,0,0,0,0
GENE-10918,NO,1,7,7,7,3,5,6
GENE-10919,NO,1,2143,3912,822,983,3656,1866
GENE-10920,NO,1,0,0,0,0,0,0
GENE-10921,NO,1,45,56,47,35,48,56
GENE-10922,NO,1,0,0,0,0,0,0
GENE-10923,NO,1,0,0,0,0,0,0
GENE-10924,NO,1,0,0,0,0,0,0
GENE-10925,NO,1,279,250,263,211,262,231
GENE-10926,YES,1,0,0,0,0,0,0
GENE-10927,NO,1,0,0,0,0,0,0
GENE-10928,NO,1,0,0,0,0,0,0
GENE-10929,NO,1,1,0,1,1,1,2
GENE-10930,NO,1,0,1,0,1,0,1
GENE-10931,NO,1,0,0,0,0,0,0
GENE-10932,NO,1,0,0,0,0,0,0
GENE-10933,NO,1,0,0,0,0,0,0
GENE-10934,NO,1,0,0,0,0,0,0
GENE-10935,NO,1,0,0,0,0,0,0
GENE-10936,NO,1,0,0,0,0,0,0
GENE-10937,NO,1,461,413,523,656,479,631
GENE-10938,NO,1,0,0,0,0,0,0
GENE-10939,NO,1,1,1,1,0,1,0
GENE-10940,NO,1,0,0,0,0,0,0
GENE-10941,NO,1,0,0,0,0,0,0
GENE-10942,NO,1,0,0,0,0,0,0
GENE-10943,NO,1,0,0,0,0,0,0
GENE-10944,NO,1,0,0,0,0,0,0
GENE-10945,NO,1,0,0,0,0,0,0
GENE-10946,NO,1,3,1,0,2,4,1
GENE-10947,NO,1,0,0,0,0,0,0
GENE-10948,NO,1,4,9,4,2,1,1
GENE-10949,NO,1,132,177,146,111,145,145
GENE-10950,NO,1,1,2,1,1,1,0
GENE-10951,NO,1,0,0,0,0,0,0
GENE-10952,NO,1,0,0,1,0,0,0
GENE-10953,NO,1,0,0,0,0,0,0
GENE-10954,NO,1,0,0,0,0,0,0
GENE-10955,NO,1,0,0,0,0,0,0
GENE-10956,NO,1,199,168,160,184,180,134
GENE-10957,NO,1,0,0,0,0,0,0
GENE-10958,NO,1,9,22,10,8,8,11
GENE-10959,NO,1,0,0,0,0,0,0
GENE-10960,NO,1,0,0,0,0,0,0
GENE-10961,NO,1,0,0,0,0,0,0
GENE-10962,NO,1,0,0,0,0,0,0
GENE-10963,NO,1,0,0,0,0,0,0
GENE-10964,NO,1,0,0,0,0,0,0
GENE-10965,NO,1,0,0,0,0,0,0
GENE-10966,NO,1,0,0,0,0,0,0
GENE-10967,NO,1,1703,1474,1504,1439,1701,1336
GENE-10968,NO,1,0,0,0,0,0,0
GENE-10969,NO,1,18,18,13,11,13,14
GENE-10970,NO,1,0,0,0,0,0,1
GENE-10971,NO,1,0,0,0,0,0,0
GENE-10972,NO,1,0,0,0,0,0,0
GENE-10973,NO,1,303,283,318,256,166,251
GENE-10974,NO,1,4,2,5,2,4,3
GENE-10975,NO,1,0,0,0,0,0,0
GENE-10976,NO,1,134,118,158,156,144,119
GENE-10977,NO,1,268,302,247,195,257,268
GENE-10978,NO,1,0,0,0,0,0,0
GENE-10979,NO,1,142,81,95,30,426,75
GENE-10980,NO,1,0,0,0,0,0,0
GENE-10981,NO,1,0,0,0,0,0,0
GENE-10982,NO,1,40,6,1,11,4,12
GENE-10983,NO,1,235,257,304,298,274,257
GENE-10984,NO,1,51,55,134,74,77,75
GENE-10985,NO,1,0,0,0,0,0,0
GENE-10986,NO,1,0,0,0,0,0,0
GENE-10987,NO,1,8,4,9,8,11,11
GENE-10988,NO,1,0,0,0,0,0,0
GENE-10989,NO,1,0,0,0,0,0,0
GENE-10990,NO,1,0,0,0,0,0,0
GENE-10991,YES,1,0,0,0,0,0,0
GENE-10992,NO,1,0,0,0,0,0,0
GENE-10993,NO,1,0,0,0,0,0,0
GENE-10994,NO,1,196,209,219,244,194,176
GENE-10995,NO,1,9,8,9,9,11,8
GENE-10996,YES,1,0,0,0,0,0,0
GENE-10997,NO,1,0,0,0,0,0,0
GENE-10998,NO,1,0,0,0,0,0,0
GENE-10999,NO,1,0,0,0,1,1,0
GENE-11000,NO,1,0,0,0,0,0,0
GENE-11001,NO,1,147,77,103,137,93,114
GENE-11002,NO,1,0,0,3,1,0,0
GENE-11003,NO,1,0,0,0,0,0,0
GENE-11004,NO,1,0,0,0,0,0,0
GENE-11005,NO,1,0,0,0,0,0,0
GENE-11006,NO,1,0,0,0,0,0,0
GENE-11007,NO,1,0,0,0,0,0,0
GENE-11008,NO,1,1180,819,874,1211,817,1054
GENE-11009,NO,1,0,0,0,0,0,0
GENE-11010,NO,1,0,0,0,0,0,0
GENE-11011,NO,1,0,0,0,0,0,0
GENE-11012,NO,1,609,274,189,244,526,265
GENE-11013,NO,1,1499,521,1571,815,1369,1805
GENE-11014,NO,1,69,48,56,26,24,76
GENE-11015,NO,1,0,0,0,0,0,0
GENE-11016,NO,1,0,0,0,0,0,0
GENE-11017,NO,1,0,0,0,0,0,0
GENE-11018,NO,1,0,0,0,0,0,0
GENE-11019,NO,1,0,0,0,0,0,0
GENE-11020,NO,1,0,0,0,0,0,0
GENE-11021,NO,1,0,0,0,0,0,0
GENE-11022,NO,1,157,89,181,131,149,104
GENE-11023,NO,1,0,0,0,0,0,0
GENE-11024,NO,1,0,0,0,0,0,0
GENE-11025,NO,1,0,0,0,0,0,0
GENE-11026,NO,1,40,42,35,25,33,24
GENE-11027,NO,1,0,0,1,0,0,1
GENE-11028,NO,1,875,511,548,893,560,661
GENE-11029,NO,1,0,0,0,0,0,0
GENE-11030,NO,1,0,0,0,0,0,0
GENE-11031,NO,1,196,69,123,170,77,145
GENE-11032,NO,1,0,0,0,0,0,0
GENE-11033,NO,1,8,19,13,11,25,21
GENE-11034,YES,1,0,0,1,4,2,3
GENE-11035,NO,1,0,0,0,0,1,0
GENE-11036,NO,1,0,0,0,0,0,0
GENE-11037,NO,1,0,0,0,0,0,0
GENE-11038,NO,1,0,1,2,0,1,1
GENE-11039,NO,1,0,0,0,0,0,0
GENE-11040,NO,1,0,0,0,0,0,0
GENE-11041,NO,1,0,0,0,0,0,0
GENE-11042,NO,1,633,872,974,773,706,875
GENE-11043,NO,1,0,0,0,0,0,0
GENE-11044,NO,1,15,23,20,16,12,10
GENE-11045,NO,1,335,261,384,391,280,255
GENE-11046,NO,1,0,0,0,0,0,0
GENE-11047,NO,1,73,65,54,57,54,73
GENE-11048,NO,1,0,0,0,0,0,0
GENE-11049,NO,1,87,71,143,43,63,46
GENE-11050,NO,1,0,0,0,0,0,0
GENE-11051,NO,1,0,0,0,0,0,0
GENE-11052,NO,1,0,0,0,0,0,0
GENE-11053,NO,1,56,53,54,58,66,59
GENE-11054,NO,1,0,0,0,0,0,0
GENE-11055,NO,1,0,0,0,0,0,0
GENE-11056,NO,1,0,0,0,0,0,0
GENE-11057,NO,1,0,0,0,0,0,0
GENE-11058,NO,1,0,0,0,0,0,0
GENE-11059,NO,1,0,0,0,0,0,0
GENE-11060,NO,1,0,0,0,0,1,0
GENE-11061,NO,1,0,0,0,0,0,1
GENE-11062,NO,1,66,65,79,66,57,59
GENE-11063,NO,1,0,0,0,0,0,0
GENE-11064,NO,1,2,2,19,4,2,49
GENE-11065,NO,1,0,0,0,0,0,0
GENE-11066,NO,1,0,0,0,0,0,0
GENE-11067,NO,1,0,0,0,0,0,0
GENE-11068,NO,1,1,3,2,5,6,1
GENE-11069,NO,1,0,0,0,0,0,0
GENE-11070,NO,1,2,1,2,0,0,0
GENE-11071,NO,1,2,3,1,0,2,1
GENE-11072,NO,1,4726,4209,3596,5245,2704,2891
GENE-11073,NO,1,0,0,0,0,0,0
GENE-11074,NO,1,0,0,0,0,0,0
GENE-11075,NO,1,0,0,0,0,0,0
GENE-11076,NO,1,0,0,0,0,0,0
GENE-11077,NO,1,0,1,0,0,0,0
GENE-11078,NO,1,0,0,0,0,0,0
GENE-11079,NO,1,0,0,0,0,0,0
GENE-11080,NO,1,2,5,2,5,17,6
GENE-11081,NO,1,0,0,0,0,0,0
GENE-11082,NO,1,27,49,30,22,43,10
GENE-11083,YES,1,0,0,0,0,0,0
GENE-11084,NO,1,4,2,1,7,5,6
GENE-11085,NO,1,0,0,0,0,0,0
GENE-11086,NO,1,128,126,180,179,195,149
GENE-11087,NO,1,5,2,1,1,1,2
GENE-11088,NO,1,160,90,82,106,71,25
GENE-11089,NO,1,0,0,0,0,0,0
GENE-11090,NO,1,0,0,0,0,0,0
GENE-11091,NO,1,0,0,0,0,0,0
GENE-11092,NO,1,0,0,0,0,0,0
GENE-11093,NO,1,874,910,925,1025,892,1091
GENE-11094,YES,1,0,0,0,0,0,0
GENE-11095,NO,1,0,0,0,0,0,0
GENE-11096,NO,1,0,0,0,0,0,0
GENE-11097,NO,1,0,0,0,0,0,0
GENE-11098,NO,1,0,0,0,0,0,0
GENE-11099,NO,1,13,5,7,9,10,13
GENE-11100,NO,1,779,923,1003,886,1056,681
GENE-11101,NO,1,0,0,0,0,0,0
GENE-11102,NO,1,0,0,0,0,0,0
GENE-11103,NO,1,22,19,22,31,22,30
GENE-11104,NO,1,58,59,50,56,62,59
GENE-11105,NO,1,0,0,0,0,0,0
GENE-11106,NO,1,0,0,0,0,0,0
GENE-11107,NO,1,0,0,0,0,0,0
GENE-11108,NO,1,0,0,0,0,0,0
GENE-11109,NO,1,68,60,77,88,60,41
GENE-11110,NO,1,0,0,0,0,0,0
GENE-11111,NO,1,23,12,15,18,16,17
GENE-11112,NO,1,4,0,2,2,7,0
GENE-11113,NO,1,0,0,0,0,0,0
GENE-11114,NO,1,303,413,290,292,370,365
GENE-11115,NO,1,4235,5167,3206,4616,4514,3660
GENE-11116,NO,1,0,0,0,0,0,0
GENE-11117,NO,1,0,0,0,0,0,0
GENE-11118,NO,1,0,0,0,0,0,0
GENE-11119,NO,1,0,0,0,0,0,0
GENE-11120,NO,1,497,650,333,493,441,862
GENE-11121,NO,1,0,0,0,0,0,0
GENE-11122,YES,1,5,3,0,8,11,6
GENE-11123,NO,1,0,0,0,0,0,0
GENE-11124,NO,1,0,0,0,0,0,0
GENE-11125,NO,1,0,0,0,0,0,0
GENE-11126,NO,1,0,0,0,0,0,0
GENE-11127,NO,1,0,0,0,0,0,0
GENE-11128,NO,1,863,828,655,721,735,534
GENE-11129,NO,1,3,1,3,5,4,2
GENE-11130,NO,1,0,0,0,0,0,0
GENE-11131,NO,1,0,0,0,0,0,0
GENE-11132,NO,1,0,0,0,0,0,0
GENE-11133,NO,1,3,0,0,0,0,0
GENE-11134,NO,1,0,0,0,0,0,0
GENE-11135,NO,1,0,0,0,0,0,0
GENE-11136,YES,1,4,6,4,1,0,1
GENE-11137,NO,1,0,0,0,0,0,0
GENE-11138,NO,1,0,0,0,0,0,0
GENE-11139,NO,1,0,1,2,2,0,1
GENE-11140,NO,1,236,233,230,187,290,244
GENE-11141,NO,1,3419,3249,1184,2293,2126,2320
